gender,age,pclass,embarked,fare,sibsp,parch,survived
male,24.0,3rd,Southampton,8.01,0,0,0
male,22.0,3rd,Queenstown,7.1406,0,0,0
female,35.0,1st,Cherbourg,57.15,1,0,1
male,29.0,3rd,Southampton,9.1,0,0,1
male,22.0,2nd,Southampton,13.0,0,0,0
male,42.0,3rd,Southampton,7.1711,0,0,0
male,28.0,2nd,Southampton,13.0,0,0,0
male,10.0,3rd,Cherbourg,4.0,0,0,0
female,30.0,1st,Southampton,31.0,0,0,1
male,34.0,1st,Southampton,26.11,0,0,1
male,35.0,3rd,Southampton,13.0,0,0,0
male,29.0,2nd,Southampton,26.0,0,0,0
male,27.0,3rd,Queenstown,7.15,0,0,0
male,19.0,3rd,Cherbourg,7.0406,0,0,0
male,55.0,3rd,Southampton,15.02,0,0,0
female,25.0,2nd,Southampton,26.0,0,1,1
male,26.0,3rd,Cherbourg,7.0406,0,0,0
female,20.0,3rd,Queenstown,7.1607,0,0,1
male,22.0,3rd,Southampton,8.01,0,0,0
female,40.0,1st,Southampton,153.0903,0,0,1
female,17.0,2nd,Southampton,13.0,0,2,1
male,35.0,1st,Southampton,26.0509,0,0,1
female,39.0,1st,Cherbourg,55.18,1,0,1
male,51.0,1st,Cherbourg,55.18,1,0,0
male,40.0,3rd,Southampton,8.01,0,0,0
male,56.0,1st,Southampton,35.1,0,0,1
female,20.0,2nd,Southampton,36.15,0,0,1
female,30.0,2nd,Southampton,13.0,0,0,1
male,22.0,3rd,Cherbourg,7.0407,0,0,0
male,20.0,3rd,Southampton,8.01,0,0,0
male,40.0,3rd,Southampton,7.1711,0,0,0
male,21.0,3rd,Southampton,7.1806,0,0,0
female,18.0,3rd,Southampton,6.0911,0,0,1
male,59.0,2nd,Southampton,13.1,0,0,0
male,5.0,3rd,Southampton,27.18,3,2,0
male,11.0,3rd,Southampton,27.18,3,2,0
female,9.0,3rd,Southampton,27.18,3,2,0
female,2.0,3rd,Southampton,27.18,3,2,0
female,43.0,3rd,Southampton,27.18,1,4,0
male,40.0,3rd,Southampton,27.18,1,4,0
male,42.0,3rd,Southampton,7.1711,0,0,0
female,30.0,2nd,Queenstown,12.07,0,0,1
male,35.0,2nd,Southampton,10.1,0,0,0
male,20.0,3rd,Southampton,8.01,0,0,0
male,28.0,1st,Southampton,35.1,0,0,1
male,56.0,1st,Southampton,26.11,0,0,0
male,37.0,3rd,Southampton,8.1303,0,0,0
female,49.0,2nd,Southampton,13.0,0,0,1
male,56.0,1st,Cherbourg,30.1311,0,0,0
male,24.0,1st,Cherbourg,60.0,1,0,0
male,57.0,1st,Southampton,26.0,0,0,0
female,18.0,1st,Cherbourg,60.0,1,0,1
female,18.0,3rd,Queenstown,7.1408,0,0,1
male,27.0,3rd,Queenstown,7.15,0,0,0
male,24.0,1st,Southampton,82.0504,1,0,1
female,23.0,1st,Southampton,82.0504,1,0,1
male,25.0,2nd,Southampton,13.0,0,0,0
male,19.0,3rd,Southampton,7.13,0,0,0
male,31.0,3rd,Southampton,8.01,0,0,0
male,23.0,3rd,Southampton,8.01,0,0,0
male,6.0,1st,Cherbourg,134.1,0,2,1
male,45.0,1st,Cherbourg,134.1,1,1,1
female,39.0,1st,Cherbourg,134.1,1,1,1
female,48.0,1st,Cherbourg,146.1005,1,0,1
male,57.0,1st,Cherbourg,146.1005,1,0,0
male,31.0,3rd,Southampton,8.01,0,0,0
male,32.0,1st,Southampton,30.1,0,0,1
male,23.0,3rd,Southampton,7.1711,0,0,0
male,33.0,3rd,Cherbourg,8.1309,0,0,0
female,24.0,3rd,Southampton,7.11,0,0,1
male,22.0,3rd,Southampton,8.01,0,0,0
male,42.0,2nd,Cherbourg,15.0,0,0,0
male,62.0,1st,Southampton,26.11,0,0,0
male,54.0,1st,Cherbourg,55.081,1,0,1
female,43.0,1st,Cherbourg,55.081,1,0,1
female,52.0,1st,Cherbourg,78.0504,1,0,1
male,64.0,1st,Cherbourg,27.1405,0,0,0
male,24.0,2nd,Southampton,10.1,0,0,0
female,61.0,1st,Southampton,80.0,0,0,1
male,59.0,3rd,Southampton,13.0,0,0,0
male,19.0,3rd,Southampton,7.1711,0,0,0
female,22.0,3rd,Southampton,9.1609,0,0,0
male,30.0,3rd,Southampton,7.1806,0,0,1
male,67.0,1st,Southampton,221.1507,1,0,0
female,63.0,1st,Southampton,221.1507,1,0,0
male,27.0,3rd,Southampton,8.1303,0,0,0
female,2.0,3rd,Southampton,10.0903,0,1,0
female,29.0,3rd,Southampton,10.0903,1,1,0
male,20.0,3rd,Southampton,8.01,0,0,1
male,44.0,3rd,Southampton,7.1806,0,0,1
male,25.0,3rd,Southampton,7.01,0,0,0
male,61.0,1st,Southampton,32.0605,0,0,0
male,74.0,3rd,Southampton,7.1506,0,0,0
male,14.0,3rd,Southampton,9.0406,0,0,1
male,24.0,3rd,Southampton,7.1511,0,0,0
male,19.0,2nd,Southampton,13.0,0,0,0
male,14.0,2nd,Southampton,65.0,0,0,0
female,46.0,1st,Southampton,25.1807,0,0,1
male,0.4166666667,3rd,Cherbourg,8.1004,0,1,1
male,30.0,3rd,Cherbourg,6.0809,1,0,0
female,16.0,3rd,Cherbourg,8.1004,1,1,1
female,18.0,1st,Southampton,79.13,0,2,1
male,52.0,1st,Southampton,79.13,1,1,0
female,39.0,1st,Southampton,79.13,1,1,1
male,48.0,1st,Southampton,52.0,1,0,1
male,40.0,2nd,Southampton,22.0,0,0,0
female,49.0,1st,Southampton,52.0,1,0,1
male,25.0,3rd,Southampton,7.1511,0,0,1
male,49.0,1st,Cherbourg,110.1708,1,1,0
male,17.0,1st,Cherbourg,110.1708,0,2,1
female,39.0,1st,Cherbourg,110.1708,1,1,1
male,34.0,3rd,Southampton,8.01,0,0,0
male,34.0,3rd,Cherbourg,6.0809,0,0,0
male,16.0,3rd,Cherbourg,7.0406,0,0,0
male,37.0,3rd,Southampton,8.01,0,0,0
female,38.0,1st,Cherbourg,80.0,0,0,1
male,37.0,3rd,Southampton,16.02,1,0,0
female,33.0,3rd,Southampton,16.02,1,0,1
male,32.0,3rd,Southampton,7.1806,0,0,0
male,20.0,3rd,Queenstown,7.15,0,0,0
male,23.0,3rd,Southampton,7.1711,0,0,0
male,22.0,3rd,Southampton,8.01,0,0,0
female,48.0,2nd,Southampton,10.1,0,0,1
male,41.0,3rd,Southampton,8.01,0,0,0
male,20.0,3rd,Cherbourg,7.0407,0,0,0
male,26.0,3rd,Southampton,13.0,0,0,1
male,25.0,3rd,Southampton,7.1711,0,0,0
male,23.0,2nd,Southampton,13.0,0,0,0
female,27.0,2nd,Southampton,12.13,0,0,1
female,27.0,2nd,Southampton,10.1,0,0,1
male,31.0,1st,Cherbourg,28.1009,0,0,1
male,8.0,3rd,Cherbourg,15.0411,1,1,1
female,9.0,3rd,Cherbourg,15.0411,1,1,1
female,27.0,3rd,Cherbourg,15.0411,0,2,1
male,36.0,3rd,Southampton,7.1711,0,0,0
female,18.0,3rd,Southampton,9.161,0,0,1
female,63.0,3rd,Southampton,9.1109,0,0,1
female,26.0,2nd,Southampton,21.0,1,0,0
male,29.0,2nd,Southampton,21.0,1,0,0
male,39.0,1st,Cherbourg,27.1405,0,0,0
male,10.0,3rd,Southampton,14.1,1,1,0
male,9.0,3rd,Southampton,14.1,1,1,0
male,35.0,3rd,Southampton,14.1,0,2,0
male,28.0,3rd,Southampton,9.1,0,0,0
male,46.0,3rd,Southampton,9.0,0,0,0
male,61.0,1st,Southampton,33.1,0,0,0
female,18.0,3rd,Southampton,18.0,2,0,0
male,31.0,3rd,Southampton,18.0,3,0,0
male,15.0,3rd,Southampton,18.0,2,0,0
female,31.0,3rd,Southampton,18.0,1,0,0
male,35.0,3rd,Southampton,9.1,0,0,0
male,28.0,3rd,Southampton,9.1,0,0,0
female,10.0,3rd,Southampton,24.03,0,2,0
male,36.0,3rd,Southampton,24.03,1,1,0
female,30.0,3rd,Southampton,24.03,1,1,0
male,23.0,3rd,Southampton,9.1,0,0,0
male,22.0,3rd,Cherbourg,7.0406,0,0,1
male,40.0,2nd,Southampton,13.0,0,0,0
male,20.0,3rd,Southampton,7.1701,0,0,0
female,14.0,3rd,Southampton,7.1701,0,0,0
male,21.0,3rd,Southampton,7.1711,0,0,0
male,22.0,3rd,Southampton,9.0,0,0,0
male,48.0,1st,Southampton,34.0,0,0,0
female,36.0,2nd,Southampton,21.0,0,0,1
female,37.0,1st,Cherbourg,512.0607,0,0,1
male,35.0,3rd,Southampton,8.01,0,0,0
male,47.0,2nd,Southampton,21.0,1,0,0
female,32.0,2nd,Southampton,21.0,0,0,1
male,23.0,2nd,Southampton,10.1,1,0,0
male,31.0,3rd,Southampton,7.11,0,0,0
male,63.0,1st,Cherbourg,75.05,1,0,0
female,60.0,1st,Cherbourg,75.05,1,0,1
male,19.0,2nd,Belfast,22.0,0,0,0
female,12.0,2nd,Southampton,15.15,0,0,1
female,40.0,2nd,Southampton,15.15,0,0,1
male,23.0,3rd,Cherbourg,7.0406,0,0,0
female,37.0,2nd,Southampton,13.0,0,0,1
male,66.0,3rd,Southampton,8.01,0,0,0
male,59.0,1st,Southampton,26.11,0,0,0
male,37.0,2nd,Southampton,26.0,1,0,0
female,37.0,2nd,Southampton,26.0,1,0,1
male,2.0,2nd,Southampton,23.0,1,1,1
female,4.0,2nd,Southampton,23.0,1,1,1
female,29.0,2nd,Southampton,23.0,0,2,1
male,27.0,3rd,Southampton,7.1511,0,0,1
female,0.8333333333,2nd,Southampton,27.15,1,2,1
female,4.0,2nd,Southampton,27.15,1,2,1
male,36.0,2nd,Southampton,27.15,1,2,0
female,33.0,2nd,Southampton,27.15,1,2,1
male,65.0,2nd,Southampton,10.1,0,0,0
male,26.0,2nd,Southampton,12.1706,0,0,0
male,31.0,2nd,Southampton,13.0,0,0,1
male,54.0,1st,Southampton,77.0509,0,1,0
male,21.0,1st,Southampton,77.0509,0,1,0
female,55.0,1st,Cherbourg,135.1208,0,0,1
male,57.0,1st,Southampton,164.1704,1,1,0
female,31.0,1st,Southampton,164.1704,0,2,1
female,45.0,1st,Southampton,164.1704,1,1,1
male,51.0,3rd,Southampton,7.15,0,0,0
male,50.0,1st,Southampton,211.1,1,1,0
male,27.0,1st,Southampton,211.1,0,2,0
female,50.0,1st,Southampton,211.1,1,1,1
male,18.0,3rd,Southampton,6.0911,1,0,0
male,21.0,3rd,Southampton,6.0911,1,0,0
female,47.0,3rd,Southampton,7.0,1,0,1
female,30.0,2nd,Southampton,26.0,1,0,1
female,21.0,1st,Southampton,26.11,0,0,1
male,37.0,3rd,Cherbourg,8.1403,0,0,0
male,21.0,3rd,Southampton,7.11,0,0,0
male,51.0,1st,Cherbourg,61.0707,0,1,0
male,23.0,2nd,Southampton,13.0,0,0,1
male,43.0,1st,Southampton,35.0,0,0,0
male,28.0,3rd,Southampton,8.01,0,0,0
male,28.0,3rd,Southampton,16.02,0,0,0
male,21.0,1st,Cherbourg,61.0707,0,1,1
female,31.0,1st,Cherbourg,134.1,0,0,1
male,21.0,3rd,Southampton,7.05,0,0,0
male,17.0,3rd,Southampton,8.1303,0,0,0
male,54.0,3rd,Southampton,7.05,0,0,0
male,36.0,3rd,Southampton,9.1,0,0,0
male,32.0,2nd,Southampton,22.0,0,0,0
male,46.0,1st,Southampton,35.1,0,0,1
female,26.0,2nd,Southampton,13.1,0,0,1
male,62.0,1st,Southampton,26.11,0,0,0
male,27.0,3rd,Cherbourg,14.0901,1,0,0
female,15.0,3rd,Cherbourg,14.0901,1,0,1
female,36.0,1st,Cherbourg,135.1208,0,0,1
male,26.0,3rd,Cherbourg,7.0406,0,0,0
male,45.0,3rd,Cherbourg,7.0407,0,0,0
female,23.0,3rd,Cherbourg,22.0702,0,2,1
female,24.0,2nd,Southampton,13.0,0,0,0
male,22.0,3rd,Cherbourg,7.0406,0,0,0
male,27.0,3rd,Cherbourg,7.0406,0,0,0
male,25.0,3rd,Cherbourg,7.0406,0,0,1
male,29.0,3rd,Southampton,7.1706,0,0,0
male,21.0,victualling crew,Southampton,0.0,0,0,0
male,34.0,engineering crew,Southampton,0.0,0,0,0
male,26.0,engineering crew,Southampton,0.0,0,0,0
male,20.0,victualling crew,Southampton,0.0,0,0,0
male,31.0,victualling crew,Southampton,0.0,0,0,0
male,37.0,victualling crew,Southampton,0.0,0,0,0
male,22.0,restaurant staff,Southampton,0.0,0,0,0
male,24.0,engineering crew,Southampton,0.0,0,0,1
male,17.0,victualling crew,Southampton,0.0,0,0,0
male,26.0,victualling crew,Southampton,0.0,0,0,0
male,30.0,engineering crew,Southampton,0.0,0,0,0
male,36.0,victualling crew,Southampton,0.0,0,0,0
male,36.0,engineering crew,Belfast,0.0,0,0,0
male,41.0,victualling crew,Belfast,0.0,0,0,0
male,40.0,deck crew,Southampton,0.0,0,0,1
male,48.0,victualling crew,Southampton,0.0,0,0,0
male,19.0,victualling crew,Southampton,0.0,0,0,1
male,35.0,deck crew,Southampton,0.0,0,0,1
male,26.0,victualling crew,Southampton,0.0,0,0,0
male,41.0,victualling crew,Southampton,0.0,0,0,0
male,26.0,restaurant staff,Southampton,0.0,0,0,0
male,21.0,engineering crew,Southampton,0.0,0,0,1
male,23.0,victualling crew,Southampton,0.0,0,0,0
male,37.0,victualling crew,Belfast,0.0,0,0,0
male,28.0,victualling crew,Southampton,0.0,0,0,1
male,33.0,victualling crew,Southampton,0.0,0,0,0
male,36.0,victualling crew,Belfast,0.0,0,0,0
male,46.0,engineering crew,Southampton,0.0,0,0,0
male,46.0,deck crew,Southampton,0.0,0,0,1
male,24.0,engineering crew,Southampton,0.0,0,0,0
male,19.0,victualling crew,Southampton,0.0,0,0,1
male,24.0,restaurant staff,Southampton,0.0,0,0,0
male,34.0,engineering crew,Southampton,0.0,0,0,0
male,19.0,victualling crew,Southampton,0.0,0,0,0
male,41.0,victualling crew,Southampton,0.0,0,0,0
male,42.0,victualling crew,Belfast,0.0,0,0,0
male,30.0,engineering crew,Southampton,0.0,0,0,0
male,36.0,victualling crew,Southampton,0.0,0,0,0
male,29.0,engineering crew,Southampton,0.0,0,0,0
male,40.0,victualling crew,Southampton,0.0,0,0,0
male,40.0,engineering crew,Southampton,0.0,0,0,0
male,16.0,victualling crew,Southampton,0.0,0,0,0
male,28.0,engineering crew,Southampton,0.0,0,0,1
male,33.0,engineering crew,Southampton,0.0,0,0,0
male,34.0,victualling crew,Belfast,0.0,0,0,0
male,36.0,victualling crew,Southampton,0.0,0,0,0
male,32.0,victualling crew,Southampton,0.0,0,0,0
male,26.0,victualling crew,Southampton,0.0,0,0,0
male,27.0,restaurant staff,Southampton,0.0,0,0,0
male,53.0,victualling crew,Southampton,0.0,0,0,0
male,55.0,victualling crew,Southampton,0.0,0,0,0
male,33.0,restaurant staff,Southampton,0.0,0,0,0
male,35.0,engineering crew,Belfast,0.0,0,0,0
male,24.0,engineering crew,Southampton,0.0,0,0,1
male,31.0,victualling crew,Southampton,0.0,0,0,0
male,35.0,victualling crew,Southampton,0.0,0,0,0
male,19.0,victualling crew,Southampton,0.0,0,0,0
male,51.0,engineering crew,Belfast,0.0,0,0,0
male,24.0,engineering crew,Southampton,0.0,0,0,0
male,30.0,victualling crew,Southampton,0.0,0,0,0
male,30.0,engineering crew,Southampton,0.0,0,0,0
female,33.0,victualling crew,Southampton,0.0,0,0,1
male,47.0,engineering crew,Southampton,0.0,0,0,0
male,22.0,restaurant staff,Southampton,0.0,0,0,0
male,31.0,victualling crew,Southampton,0.0,0,0,0
male,39.0,engineering crew,Southampton,0.0,0,0,0
male,40.0,victualling crew,Belfast,0.0,0,0,0
male,26.0,restaurant staff,Southampton,0.0,0,0,0
male,22.0,engineering crew,Southampton,0.0,0,0,0
male,31.0,engineering crew,Southampton,0.0,0,0,0
male,28.0,restaurant staff,Southampton,0.0,0,0,0
male,20.0,engineering crew,Southampton,0.0,0,0,0
male,20.0,engineering crew,Southampton,0.0,0,0,0
male,20.0,engineering crew,Southampton,0.0,0,0,1
male,34.0,victualling crew,Belfast,0.0,0,0,0
male,23.0,engineering crew,Southampton,0.0,0,0,0
male,28.0,engineering crew,Southampton,0.0,0,0,0
male,41.0,engineering crew,Southampton,0.0,0,0,0
male,23.0,engineering crew,Southampton,0.0,0,0,1
male,26.0,engineering crew,Belfast,0.0,0,0,0
male,37.0,engineering crew,Southampton,0.0,0,0,0
male,32.0,engineering crew,Southampton,0.0,0,0,0
male,22.0,engineering crew,Southampton,0.0,0,0,0
female,45.0,victualling crew,Southampton,0.0,0,0,1
male,26.0,restaurant staff,Southampton,0.0,0,0,0
male,30.0,victualling crew,Southampton,0.0,0,0,0
male,43.0,restaurant staff,Southampton,0.0,0,0,0
male,59.0,victualling crew,Southampton,0.0,0,0,0
male,27.0,restaurant staff,Southampton,0.0,0,0,0
male,40.0,victualling crew,Belfast,0.0,0,0,0
male,38.0,victualling crew,Southampton,0.0,0,0,0
male,33.0,victualling crew,Belfast,0.0,0,0,0
male,46.0,engineering crew,Southampton,0.0,0,0,0
male,24.0,victualling crew,Southampton,0.0,0,0,0
female,31.0,restaurant staff,Southampton,0.0,0,0,1
male,28.0,deck crew,Belfast,0.0,0,0,1
male,37.0,victualling crew,Southampton,0.0,0,0,0
male,36.0,victualling crew,Belfast,0.0,0,0,0
male,39.0,engineering crew,Southampton,0.0,0,0,0
male,29.0,deck crew,Southampton,0.0,0,0,0
male,43.0,victualling crew,Southampton,0.0,0,0,0
male,30.0,engineering crew,Southampton,0.0,0,0,0
male,52.0,victualling crew,Belfast,0.0,0,0,0
male,34.0,engineering crew,Southampton,0.0,0,0,0
male,43.0,deck crew,Southampton,0.0,0,0,1
male,22.0,victualling crew,Belfast,0.0,0,0,1
male,42.0,deck crew,Belfast,0.0,0,0,1
male,38.0,victualling crew,Southampton,0.0,0,0,0
male,31.0,victualling crew,Southampton,0.0,0,0,0
male,28.0,victualling crew,Southampton,0.0,0,0,0
male,25.0,engineering crew,Southampton,0.0,0,0,0
male,31.0,victualling crew,Southampton,0.0,0,0,0
male,33.0,victualling crew,Belfast,0.0,0,0,0
male,34.0,victualling crew,Belfast,0.0,0,0,1
male,28.0,engineering crew,Southampton,0.0,0,0,0
male,25.0,engineering crew,Southampton,0.0,0,0,0
male,41.0,victualling crew,Belfast,0.0,0,0,0
male,34.0,victualling crew,Southampton,0.0,0,0,0
male,26.0,deck crew,Southampton,0.0,0,0,1
male,22.0,victualling crew,Southampton,0.0,0,0,0
male,37.0,victualling crew,Southampton,0.0,0,0,0
male,21.0,victualling crew,Belfast,0.0,0,0,0
male,18.0,victualling crew,Southampton,0.0,0,0,1
male,30.0,victualling crew,Belfast,0.0,0,0,0
male,31.0,victualling crew,Belfast,0.0,0,0,1
male,20.0,victualling crew,Southampton,0.0,0,0,1
male,29.0,victualling crew,Southampton,0.0,0,0,0
male,35.0,engineering crew,Southampton,0.0,0,0,0
male,35.0,engineering crew,Southampton,0.0,0,0,0
male,23.0,victualling crew,Southampton,0.0,0,0,0
male,22.0,victualling crew,Southampton,0.0,0,0,0
male,31.0,engineering crew,Southampton,0.0,0,0,0
male,45.0,victualling crew,Southampton,0.0,0,0,0
male,30.0,engineering crew,Belfast,0.0,0,0,0
male,25.0,victualling crew,Southampton,0.0,0,0,0
male,40.0,engineering crew,Southampton,0.0,0,0,0
male,31.0,victualling crew,Southampton,0.0,0,0,0
male,27.0,engineering crew,Southampton,0.0,0,0,0
male,46.0,engineering crew,Southampton,0.0,0,0,0
male,33.0,victualling crew,Belfast,0.0,0,0,0
male,32.0,restaurant staff,Southampton,0.0,0,0,0
male,44.0,engineering crew,Southampton,0.0,0,0,0
male,34.0,victualling crew,Southampton,0.0,0,0,0
male,37.0,engineering crew,Southampton,0.0,0,0,0
female,33.0,victualling crew,Southampton,0.0,0,0,1
male,28.0,victualling crew,Southampton,0.0,0,0,0
male,22.0,engineering crew,Southampton,0.0,0,0,1
male,39.0,victualling crew,Belfast,0.0,0,0,0
male,21.0,victualling crew,Southampton,0.0,0,0,0
male,25.0,restaurant staff,Southampton,0.0,0,0,0
male,32.0,victualling crew,Southampton,0.0,0,0,1
male,25.0,victualling crew,Southampton,0.0,0,0,0
male,25.0,engineering crew,Southampton,0.0,0,0,0
male,28.0,victualling crew,Belfast,0.0,0,0,0
male,37.0,engineering crew,Belfast,0.0,0,0,0
male,29.0,victualling crew,Southampton,0.0,0,0,0
male,50.0,victualling crew,Southampton,0.0,0,0,0
male,25.0,engineering crew,Southampton,0.0,0,0,0
male,34.0,victualling crew,Southampton,0.0,0,0,0
male,40.0,engineering crew,Southampton,0.0,0,0,1
male,33.0,deck crew,Southampton,0.0,0,0,1
male,31.0,deck crew,Southampton,0.0,0,0,0
male,22.0,engineering crew,Southampton,0.0,0,0,0
male,29.0,victualling crew,Southampton,0.0,0,0,0
male,58.0,engineering crew,Belfast,0.0,0,0,0
male,33.0,victualling crew,Southampton,0.0,0,0,1
male,17.0,victualling crew,Southampton,0.0,0,0,1
male,38.0,engineering crew,Southampton,0.0,0,0,1
male,34.0,engineering crew,Southampton,0.0,0,0,1
male,25.0,victualling crew,Belfast,0.0,0,0,0
male,32.0,victualling crew,Southampton,0.0,0,0,0
male,45.0,victualling crew,Southampton,0.0,0,0,0
male,26.0,engineering crew,Southampton,0.0,0,0,0
male,26.0,engineering crew,Southampton,0.0,0,0,0
male,28.0,engineering crew,Southampton,0.0,0,0,0
male,27.0,victualling crew,Southampton,0.0,0,0,0
male,33.0,engineering crew,Southampton,0.0,0,0,0
male,19.0,restaurant staff,Southampton,0.0,0,0,0
male,36.0,engineering crew,Southampton,0.0,0,0,0
male,28.0,deck crew,Southampton,0.0,0,0,0
male,49.0,engineering crew,Southampton,0.0,0,0,0
male,30.0,engineering crew,Southampton,0.0,0,0,1
male,28.0,restaurant staff,Southampton,0.0,0,0,0
male,30.0,victualling crew,Southampton,0.0,0,0,0
male,27.0,engineering crew,Belfast,0.0,0,0,0
male,23.0,engineering crew,Southampton,0.0,0,0,0
male,20.0,victualling crew,Southampton,0.0,0,0,1
male,43.0,victualling crew,Belfast,0.0,0,0,1
male,45.0,engineering crew,Belfast,0.0,0,0,0
male,21.0,engineering crew,Southampton,0.0,0,0,1
male,33.0,victualling crew,Southampton,0.0,0,0,0
male,39.0,victualling crew,Belfast,0.0,0,0,0
male,45.0,victualling crew,Southampton,0.0,0,0,0
male,44.0,engineering crew,Southampton,0.0,0,0,0
male,17.0,restaurant staff,Southampton,0.0,0,0,0
male,30.0,victualling crew,Southampton,0.0,0,0,1
male,35.0,victualling crew,Belfast,0.0,0,0,0
male,49.0,victualling crew,Belfast,0.0,0,0,1
male,38.0,victualling crew,Belfast,0.0,0,0,1
male,35.0,engineering crew,Southampton,0.0,0,0,0
male,26.0,engineering crew,Southampton,0.0,0,0,0
male,18.0,victualling crew,Southampton,0.0,0,0,1
male,18.0,victualling crew,Southampton,0.0,0,0,0
male,32.0,victualling crew,Belfast,0.0,0,0,0
male,26.0,victualling crew,Belfast,0.0,0,0,0
male,33.0,engineering crew,Southampton,0.0,0,0,0
male,29.0,victualling crew,Belfast,0.0,0,0,0
male,39.0,deck crew,Southampton,0.0,0,0,0
male,23.0,engineering crew,Southampton,0.0,0,0,0
male,19.0,victualling crew,Southampton,0.0,0,0,0
male,18.0,restaurant staff,Southampton,0.0,0,0,0
male,35.0,victualling crew,Belfast,0.0,0,0,0
male,20.0,restaurant staff,Southampton,0.0,0,0,0
male,29.0,victualling crew,Belfast,0.0,0,0,0
male,38.0,victualling crew,Southampton,0.0,0,0,0
male,20.0,restaurant staff,Southampton,0.0,0,0,0
male,27.0,engineering crew,Southampton,0.0,0,0,1
male,37.0,engineering crew,Southampton,0.0,0,0,0
male,30.0,engineering crew,Southampton,0.0,0,0,1
male,34.0,engineering crew,Southampton,0.0,0,0,1
male,49.0,victualling crew,Southampton,0.0,0,0,0
male,39.0,engineering crew,Belfast,0.0,0,0,0
male,44.0,victualling crew,Belfast,0.0,0,0,0
male,27.0,engineering crew,Southampton,0.0,0,0,0
male,22.0,engineering crew,Southampton,0.0,0,0,1
male,39.0,victualling crew,Belfast,0.0,0,0,0
male,17.0,restaurant staff,Southampton,0.0,0,0,0
male,35.0,victualling crew,Belfast,0.0,0,0,0
male,23.0,engineering crew,Southampton,0.0,0,0,1
male,20.0,restaurant staff,Southampton,0.0,0,0,0
male,22.0,victualling crew,Southampton,0.0,0,0,0
male,27.0,engineering crew,Southampton,0.0,0,0,0
male,36.0,engineering crew,Belfast,0.0,0,0,0
male,48.0,victualling crew,Southampton,0.0,0,0,0
male,38.0,engineering crew,Southampton,0.0,0,0,0
male,24.0,engineering crew,Belfast,0.0,0,0,0
male,33.0,victualling crew,Southampton,0.0,0,0,0
male,41.0,engineering crew,Southampton,0.0,0,0,1
male,22.0,engineering crew,Southampton,0.0,0,0,0
male,44.0,engineering crew,Southampton,0.0,0,0,0
male,23.0,victualling crew,Southampton,0.0,0,0,0
male,23.0,victualling crew,Southampton,0.0,0,0,0
male,39.0,victualling crew,Southampton,0.0,0,0,0
male,39.0,victualling crew,Southampton,0.0,0,0,0
male,48.0,victualling crew,Southampton,0.0,0,0,0
male,23.0,engineering crew,Southampton,0.0,0,0,0
male,29.0,victualling crew,Southampton,0.0,0,0,1
male,34.0,victualling crew,Southampton,0.0,0,0,0
male,18.0,engineering crew,Belfast,0.0,0,0,0
male,43.0,victualling crew,Belfast,0.0,0,0,1
male,25.0,deck crew,Southampton,0.0,0,0,1
male,27.0,deck crew,Southampton,0.0,0,0,1
male,27.0,victualling crew,Belfast,0.0,0,0,0
male,33.0,engineering crew,Southampton,0.0,0,0,0
male,38.0,victualling crew,Belfast,0.0,0,0,0
male,22.0,victualling crew,Belfast,0.0,0,0,0
male,39.0,engineering crew,Belfast,0.0,0,0,0
male,37.0,victualling crew,Belfast,0.0,0,0,1
male,30.0,engineering crew,Southampton,0.0,0,0,0
male,29.0,victualling crew,Belfast,0.0,0,0,0
male,42.0,victualling crew,Southampton,0.0,0,0,0
male,33.0,engineering crew,Southampton,0.0,0,0,0
male,39.0,engineering crew,Southampton,0.0,0,0,0
male,30.0,restaurant staff,Southampton,0.0,0,0,0
male,19.0,victualling crew,Southampton,0.0,0,0,0
male,23.0,restaurant staff,Southampton,0.0,0,0,0
male,21.0,engineering crew,Southampton,0.0,0,0,1
male,29.0,engineering crew,Belfast,0.0,0,0,0
male,52.0,engineering crew,Southampton,0.0,0,0,1
male,24.0,deck crew,Belfast,0.0,0,0,1
male,26.0,victualling crew,Belfast,0.0,0,0,0
male,46.0,deck crew,Belfast,0.0,0,0,1
male,22.0,victualling crew,Southampton,0.0,0,0,1
male,33.0,victualling crew,Southampton,0.0,0,0,0
male,44.0,victualling crew,Southampton,0.0,0,0,0
male,22.0,engineering crew,Southampton,0.0,0,0,0
male,33.0,engineering crew,Southampton,0.0,0,0,0
male,27.0,deck crew,Southampton,0.0,0,0,1
male,37.0,engineering crew,Belfast,0.0,0,0,0
male,27.0,victualling crew,Southampton,0.0,0,0,0
male,28.0,victualling crew,Southampton,0.0,0,0,0
male,30.0,engineering crew,Southampton,0.0,0,0,0
male,30.0,engineering crew,Belfast,0.0,0,0,0
male,21.0,engineering crew,Southampton,0.0,0,0,1
male,45.0,victualling crew,Belfast,0.0,0,0,0
male,29.0,engineering crew,Southampton,0.0,0,0,1
male,37.0,restaurant staff,Southampton,0.0,0,0,0
male,32.0,victualling crew,Southampton,0.0,0,0,0
male,26.0,engineering crew,Southampton,0.0,0,0,0
male,36.0,victualling crew,Southampton,0.0,0,0,1
male,31.0,restaurant staff,Southampton,0.0,0,0,0
male,32.0,victualling crew,Southampton,0.0,0,0,0
male,38.0,victualling crew,Belfast,0.0,0,0,0
male,38.0,victualling crew,Southampton,0.0,0,0,0
